nama_dataset,nama_video_mentah,jenis_latihan,camera_view,frame_temporal_idx,status_v1,status_v2,transisi,alasan_v2
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,29,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 94.9° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,30,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 88.5° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,31,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 82.9° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,32,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 83.2° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,33,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 88.6° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,34,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 93.8° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,35,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 97.0° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,36,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 94.5° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,37,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 89.4° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,38,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 85.0° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,39,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 87.4° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,40,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 86.1° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,41,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 83.6° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,42,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 85.0° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,43,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 83.9° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,44,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 81.4° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,45,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 80.8° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,46,BENAR,BENAR,unchanged BENAR,"Bench Press valid. Sudut siku minimum = 80.9° (≤ 85.0°), full ROM tercapai pada frame 0."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,47,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 86.8° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,48,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 94.5° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,49,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 100.2° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,50,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 105.8° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,51,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 95.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,52,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 88.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,53,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 86.1° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,54,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 88.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,55,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 95.5° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,56,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 104.0° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,57,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 114.0° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,58,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 124.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,59,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 132.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,60,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 139.7° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,61,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 145.4° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,62,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 153.1° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_001,primer_benchpress_frontal_subjek01_rep1.mp4,benchpress,Primer Frontal,63,SALAH,SALAH,unchanged SALAH,"Range of Motion siku tidak memadai (half rep). Sudut siku minimum = 158.6° (threshold ≤ 85.0°, terjadi pada frame 0). Bar tidak diturunkan cukup dekat ke dada."
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,0,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,1,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,2,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,3,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,4,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,5,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,6,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,7,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,8,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,9,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,10,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,11,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,12,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,13,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,14,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,15,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,16,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,17,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,18,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,19,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,20,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,21,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,22,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,23,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,24,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,25,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,26,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,27,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,28,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,29,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,30,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,31,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,32,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,33,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,34,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,35,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,36,BENAR,INVALID_POSE,BENAR->INVALID,"Invalid/Zero-filled joints: ['LEFT_ELBOW', 'LEFT_WRIST']"
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,37,SALAH,INVALID_POSE,SALAH->INVALID,Invalid/Zero-filled joints: ['LEFT_WRIST']
BenchPress_002,primer_benchpress_frontal_subjek01_rep10.mp4,benchpress,Primer Frontal,38,SALAH,INVALID_POSE,SALAH->INVALID,Invalid/Zero-filled joints: ['LEFT_WRIST']
